chr1	90997	91778	29
chr1	237592	238045	22
chr1	521486	521642	4
chr1	544634	544834	6
chr1	713748	714642	35
chr1	740064	740520	8
chr1	762118	763047	26
chr1	785707	786187	9
chr1	793309	793942	11
chr1	805075	805615	4
chr1	826035	826311	5
chr1	839820	840410	24
chr1	840584	840994	16
chr1	848105	848660	12
chr1	854944	855299	3
chr1	856310	856844	8
chr1	858416	859458	14
chr1	860135	860684	2
chr1	860915	861243	4
chr1	864278	864558	16
chr1	867005	867281	4
chr1	873436	874114	31
chr1	874509	874789	3
chr1	875569	876114	40
chr1	876561	876905	3
chr1	877019	877343	6
chr1	880688	880944	7
chr1	883562	883842	4
chr1	885616	886060	8
chr1	886687	887194	14
chr1	894241	894990	17
chr1	895812	896222	4
chr1	904678	905122	15
chr1	911334	911847	13
chr1	915629	915909	3
chr1	916099	916509	5
chr1	919496	920129	8
chr1	933749	934168	7
chr1	934347	934777	3
chr1	935182	935845	7
chr1	936036	936528	5
chr1	937040	937774	15
chr1	939662	939986	4
chr1	940618	941082	10
chr1	948581	948991	6
chr1	950690	951337	13
chr1	954435	955195	11
chr1	955392	955917	6
chr1	956346	956756	5
chr1	967757	968118	5
chr1	968148	968843	3
chr1	969826	970149	6
chr1	970572	971123	6
chr1	975781	976365	6
chr1	989991	990285	2
chr1	994563	995349	11
chr1	998504	998780	2
chr1	999050	999721	6
chr1	1004526	1004906	6
chr1	1009281	1009977	9
chr1	1051326	1051830	16
chr1	1057340	1057945	6
chr1	1058534	1058920	7
chr1	1059103	1059533	3
chr1	1059693	1060043	7
chr1	1063894	1064150	3
chr1	1078597	1079277	23
chr1	1091035	1091491	5
chr1	1092856	1093696	28
chr1	1102714	1103402	10
chr1	1142219	1142695	18
chr1	1165985	1166478	4
chr1	1166733	1167959	8
chr1	1179627	1180112	5
chr1	1185531	1186182	19
chr1	1200309	1200813	6
chr1	1208435	1210002	20
chr1	1219288	1219580	2
chr1	1225464	1226118	15
chr1	1227119	1227699	12
chr1	1235339	1236025	6
chr1	1237246	1237948	10
chr1	1239903	1240407	7
chr1	1240571	1241248	10
chr1	1241408	1241912	13
chr1	1243347	1244034	8
chr1	1245386	1245666	4
chr1	1259635	1260164	8
chr1	1260340	1260770	7
chr1	1279944	1280962	23
chr1	1284003	1284383	1
chr1	1284651	1285515	44
chr1	1287158	1287638	13
chr1	1297311	1298042	11
chr1	1302111	1302451	7
chr1	1307331	1307910	12
chr1	1310380	1311214	18
chr1	1311748	1312077	3
chr1	1334552	1335417	9
chr1	1337306	1337974	5
chr1	1342311	1343661	27
chr1	1352782	1353162	9
chr1	1355259	1355945	10
chr1	1365512	1366203	9
chr1	1368555	1368985	7
chr1	1369284	1369948	5
chr1	1370561	1371169	5
chr1	1373416	1373896	6
chr1	1376249	1376902	12
chr1	1406778	1407350	24
chr1	1436382	1437033	15
chr1	1440168	1441305	24
chr1	1446264	1446684	7
chr1	1446922	1447771	17
chr1	1476123	1476447	6
chr1	1486328	1487008	17
chr1	1503247	1503523	8
chr1	1508992	1510558	32
chr1	1532962	1533632	15
chr1	1534672	1535247	4
chr1	1550479	1550889	6
chr1	1551007	1551578	7
chr1	1555411	1555889	4
chr1	1557864	1558120	2
chr1	1563981	1564261	4
chr1	1565508	1565984	4
chr1	1580107	1580614	10
chr1	1590415	1591133	17
chr1	1597084	1597575	12
chr1	1610260	1610764	4
chr1	1623775	1624882	22
chr1	1655754	1656465	23
chr1	1677502	1678357	16
chr1	1684772	1685122	4
chr1	1695641	1696147	7
chr1	1709436	1709969	6
chr1	1710318	1711032	10
chr1	1711644	1712160	8
chr1	1712188	1712544	3
chr1	1713848	1714198	3
chr1	1720397	1721093	6
chr1	1726474	1726756	4
chr1	1727887	1728523	5
chr1	1773084	1773562	4
chr1	1786956	1787532	0
chr1	1789957	1790467	4
chr1	1790766	1791146	4
chr1	1805028	1805561	11
chr1	1821310	1821961	5
chr1	1822258	1822997	3
chr1	1829636	1830080	5
chr1	1830605	1831157	2
chr1	1837550	1838230	15
chr1	1840241	1841258	12
chr1	1850284	1851020	11
chr1	1867204	1867460	3
chr1	1875318	1876010	7
chr1	1886251	1886595	10
chr1	1891402	1892041	4
chr1	1974885	1975141	7
chr1	1976105	1976786	13
chr1	1977837	1978506	10
chr1	1980764	1981291	3
chr1	1987412	1987668	2
chr1	1992433	1992863	11
chr1	2022998	2023437	9
chr1	2029787	2030243	9
chr1	2036081	2036361	2
chr1	2036487	2036917	4
chr1	2039991	2040500	8
chr1	2062459	2062839	8
chr1	2063601	2064145	1
chr1	2064243	2065520	17
chr1	2066903	2067315	7
chr1	2068689	2069119	8
chr1	2071191	2071861	7
chr1	2094635	2095065	5
chr1	2105629	2106355	12
chr1	2107362	2107802	9
chr1	2120887	2121885	20
chr1	2126433	2127096	6
chr1	2130650	2131320	9
chr1	2135934	2136404	0
chr1	2136708	2137262	1
chr1	2139118	2139528	3
chr1	2139675	2140205	3
chr1	2144081	2144968	8
chr1	2145267	2145591	7
chr1	2156534	2156814	3
chr1	2158728	2159276	4
chr1	2160482	2161165	1
chr1	2162353	2162673	6
chr1	2166073	2166397	3
chr1	2169067	2170078	5
chr1	2171670	2172050	6
chr1	2179845	2180289	2
chr1	2201875	2202131	1
chr1	2205969	2206255	3
chr1	2207411	2208263	12
chr1	2242835	2243519	8
chr1	2246638	2247221	12
chr1	2247480	2247820	5
chr1	2253655	2254228	12
chr1	2257963	2258343	10
chr1	2262274	2262948	8
chr1	2305426	2305746	3
chr1	2313049	2313801	8
chr1	2314000	2314541	6
chr1	2322925	2323584	6
chr1	2338184	2338477	5
chr1	2343654	2343978	1
chr1	2344077	2344817	14
chr1	2345661	2346381	12
chr1	2347181	2347758	11
chr1	2361406	2361930	10
chr1	2373375	2373631	4
chr1	2375194	2375763	4
chr1	2391089	2391738	22
chr1	2398704	2398832	3
chr1	2431822	2432078	4
chr1	2435376	2435656	8
chr1	2446588	2447012	12
chr1	2451066	2451322	5
chr1	2455087	2455517	9
chr1	2456994	2457274	3
chr1	2457319	2458165	11
chr1	2460316	2461016	2
chr1	2462353	2462882	6
chr1	2468683	2469187	3
chr1	2470722	2471198	2
chr1	2475204	2475524	3
chr1	2478049	2478575	6
chr1	2479334	2480044	13
chr1	2480159	2480713	23
chr1	2483027	2483651	15
chr1	2486286	2486961	16
chr1	2487070	2487612	11
chr1	2487641	2488272	8
chr1	2488592	2489084	10
chr1	2493297	2493791	6
chr1	2509808	2510298	5
chr1	2515116	2515685	6
chr1	2516771	2517358	13
chr1	2517648	2518135	10
chr1	2518437	2518817	9
chr1	2561599	2562043	14
chr1	2562151	2562595	12
chr1	2562960	2563310	4
chr1	2574492	2575248	16
chr1	2688775	2689290	55
chr1	2703121	2703639	8
chr1	2718110	2718600	10
chr1	2738476	2738960	11
chr1	2756915	2757391	3
chr1	2792425	2792905	3
chr1	2831256	2831700	4
chr1	2838577	2839228	22
chr1	2842424	2842605	4
chr1	2854353	2854797	5
chr1	2866472	2866902	8
chr1	2915769	2916199	1
chr1	2928973	2929650	11
chr1	2930352	2930808	2
chr1	2940593	2940943	6
chr1	2982661	2983373	4
chr1	2986126	2986807	2
chr1	2989213	2989643	4
chr1	2999625	3000055	9
chr1	3003088	3003344	4
chr1	3028053	3028557	2
chr1	3030000	3030430	12
chr1	3036377	3036847	7
chr1	3046963	3047219	7
chr1	3048949	3049205	0
chr1	3051917	3052361	9
chr1	3072720	3073224	14
chr1	3089065	3089321	10
chr1	3091236	3091896	9
chr1	3098203	3098543	13
chr1	3100274	3100530	1
chr1	3103249	3103679	9
chr1	3104927	3105414	10
chr1	3111896	3112106	0
chr1	3123738	3124207	5
chr1	3135903	3136333	4
chr1	3143556	3144060	6
chr1	3168540	3168984	6
